match_id,team_name,formation
3754306,Aston Villa,4-3-2-1
3754306,Norwich City,4-4-1-1
3754307,Manchester City,4-4-2
3754307,Stoke City,4-2-3-1
3754308,Watford,4-4-2
3754308,Sunderland,4-1-4-1
3754310,Manchester United,4-1-4-1
3754310,Crystal Palace,4-2-3-1
3754313,Norwich City,4-2-3-1
3754313,Manchester City,4-4-2
3754314,Manchester City,4-4-2
3754314,Arsenal,4-2-3-1
3754316,Liverpool,4-2-3-1
3754316,Sunderland,4-1-4-1
3754317,Norwich City,4-4-1-1
3754317,Tottenham Hotspur,4-2-3-1
3754318,Tottenham Hotspur,4-2-3-1
3754318,Arsenal,4-2-3-1
3754319,Manchester United,4-2-3-1
3754319,Swansea City,4-3-3
3754320,Southampton,4-2-3-1
3754320,Manchester City,4-4-2
3754321,Stoke City,4-2-3-1
3754321,Aston Villa,4-3-3
3754322,Chelsea,4-2-3-1
3754322,Manchester City,4-2-3-1
3754324,Tottenham Hotspur,4-2-3-1
3754324,Swansea City,4-3-2-1
3754326,Crystal Palace,4-2-3-1
3754326,Swansea City,4-3-3
3754327,Aston Villa,3-5-2
3754327,Everton,4-2-3-1
3754331,West Ham United,4-3-3
3754331,Sunderland,4-5-1
3754332,Tottenham Hotspur,4-2-3-1
3754332,West Bromwich Albion,4-1-4-1
3754333,Newcastle United,4-2-3-1
3754333,Tottenham Hotspur,4-2-3-1
3754334,AFC Bournemouth,4-4-1-1
3754334,Southampton,3-4-1-2
3754338,Newcastle United,4-2-3-1
3754338,West Ham United,4-3-3
3754340,West Bromwich Albion,4-2-3-1
3754340,Swansea City,4-1-2-1-2
3754341,Leicester City,4-4-2
3754341,Stoke City,4-2-3-1
3754342,Liverpool,4-2-3-1
3754342,Watford,4-4-2
3754345,Liverpool,4-3-3
3754345,Manchester United,4-2-3-1
3754346,Watford,4-4-2
3754346,Manchester City,4-2-3-1
3754348,Norwich City,4-4-1-1
3754348,Liverpool,4-3-3
3754349,West Ham United,4-2-3-1
3754349,Tottenham Hotspur,4-2-3-1
3754350,Everton,4-2-3-1
3754350,West Bromwich Albion,4-2-3-1
3754258,Aston Villa,4-3-3
3754258,Manchester City,4-2-3-1
3754020,Liverpool,4-2-3-1
3754020,AFC Bournemouth,4-4-2
3754267,Watford,4-2-3-1
3754267,West Bromwich Albion,4-4-2
3754141,Arsenal,4-2-3-1
3754141,West Ham United,4-3-3
3754128,AFC Bournemouth,4-4-2
3754128,Aston Villa,4-3-3
3754078,Chelsea,4-2-3-1
3754078,Swansea City,4-2-3-1
3890561,Hoffenheim,3-4-2-1
3890561,Schalke 04,4-1-4-1
3890505,Bayern Munich,4-3-3
3890505,Eintracht Frankfurt,3-4-3
3890511,Hertha Berlin,4-2-3-1
3890511,Hannover 96,4-2-3-1
3890515,Hamburger SV,4-2-3-1
3890515,Darmstadt 98,4-2-3-1
3890411,Hertha Berlin,4-2-3-1
3890411,FSV Mainz 05,4-4-2
3890397,Hoffenheim,4-4-1-1
3890397,Hannover 96,4-2-3-1
3890401,Borussia Dortmund,4-3-3
3890401,Eintracht Frankfurt,4-1-4-1
3890396,Wolfsburg,4-1-4-1
3890396,Hamburger SV,4-2-3-1
3890384,Borussia Dortmund,4-3-3
3890384,VfB Stuttgart,4-2-3-1
3890385,Schalke 04,4-2-3-1
3890385,Hannover 96,4-4-2
3890282,FSV Mainz 05,4-4-2
3890282,Hannover 96,4-1-4-1
3890287,Bayern Munich,3-5-1-1
3890287,Augsburg,4-2-3-1
3890269,Hamburger SV,4-2-3-1
3890269,VfB Stuttgart,4-4-2
3890268,Hertha Berlin,4-4-2
3890268,Werder Bremen,4-1-2-1-2
3890402,Augsburg,4-2-3-1
3890402,Schalke 04,4-2-3-1
3890564,Augsburg,4-2-3-1
3890564,Hamburger SV,4-2-3-1
3890563,Bayer Leverkusen,4-4-2
3890563,Ingolstadt,4-3-3
3890562,Borussia Dortmund,4-2-3-1
3890562,FC Köln,3-4-3
3890560,Darmstadt 98,4-4-1-1
3890560,Borussia Mönchengladbach,3-4-1-2
3890559,Bayern Munich,4-2-3-1
3890559,Hannover 96,4-2-3-1
3890558,FSV Mainz 05,4-2-3-1
3890558,Hertha Berlin,4-2-3-1
3890557,Werder Bremen,4-2-3-1
3890557,Eintracht Frankfurt,4-2-3-1
3890556,Wolfsburg,4-1-4-1
3890556,VfB Stuttgart,4-2-3-1
3890555,Hertha Berlin,4-1-4-1
3890555,Darmstadt 98,4-2-3-1
3890554,FC Köln,4-2-3-1
3890554,Werder Bremen,4-1-4-1
3890553,Eintracht Frankfurt,3-4-3
3890553,Borussia Dortmund,4-1-2-1-2
3890552,VfB Stuttgart,4-2-3-1
3890552,FSV Mainz 05,4-2-3-1
3890551,Hamburger SV,4-2-3-1
3890551,Wolfsburg,4-2-3-1
3890550,Borussia Mönchengladbach,3-4-1-2
3890550,Bayer Leverkusen,4-4-2
3890549,Schalke 04,4-2-3-1
3890549,Augsburg,3-4-3
3890548,Ingolstadt,4-3-3
3890548,Bayern Munich,4-2-3-1
3890547,Hannover 96,4-2-3-1
3890547,Hoffenheim,4-3-3
3890546,Werder Bremen,4-2-3-1
3890546,VfB Stuttgart,4-1-4-1
3890545,FSV Mainz 05,4-2-3-1
3890545,Hamburger SV,4-2-3-1
3890544,Hoffenheim,4-2-3-1
3890544,Ingolstadt,4-3-3
3890543,Hannover 96,4-2-3-1
3890543,Schalke 04,4-2-3-1
3890542,Borussia Dortmund,4-2-3-1
3890542,Wolfsburg,4-2-3-1
3890541,Bayern Munich,3-4-3
3890541,Borussia Mönchengladbach,3-4-1-2
3890540,Bayer Leverkusen,4-2-3-1
3890540,Hertha Berlin,4-4-2
3890539,Darmstadt 98,4-4-1-1
3890539,Eintracht Frankfurt,4-2-3-1
3890538,Augsburg,4-2-3-1
3890538,FC Köln,4-2-3-1
3890537,Eintracht Frankfurt,4-2-3-1
3890537,FSV Mainz 05,4-2-3-1
3890536,Borussia Mönchengladbach,3-4-2-1
3890536,Hoffenheim,3-5-2
3890535,Wolfsburg,4-4-1-1
3890535,Augsburg,4-4-1-1
3890534,Schalke 04,4-2-3-1
3890534,Bayer Leverkusen,4-2-3-1
3890533,Hertha Berlin,4-1-4-1
3890533,Bayern Munich,4-2-3-1
3890532,Ingolstadt,4-3-3
3890532,Hannover 96,4-2-3-1
3890531,FC Köln,4-2-3-1
3890531,Darmstadt 98,4-2-3-1
3890530,VfB Stuttgart,4-2-3-1
3890530,Borussia Dortmund,4-1-4-1
3890529,Hamburger SV,4-2-3-1
3890529,Werder Bremen,4-2-3-1
3890528,Borussia Dortmund,4-2-3-1
3890528,Hamburger SV,4-2-3-1
3890527,FSV Mainz 05,4-2-3-1
3890527,FC Köln,3-4-3
3890526,Bayern Munich,4-1-4-1
3890526,Schalke 04,3-4-3
3890525,Darmstadt 98,4-2-3-1
3890525,Ingolstadt,4-3-3
3890524,Hoffenheim,3-5-2
3890524,Hertha Berlin,4-2-3-1
3890523,Werder Bremen,4-2-3-1
3890523,Wolfsburg,4-2-3-1
3890522,Augsburg,4-2-3-1
3890522,VfB Stuttgart,4-4-2
3890521,Bayer Leverkusen,4-2-3-1
3890521,Eintracht Frankfurt,4-1-4-1
3890520,Hannover 96,4-2-3-1
3890520,Borussia Mönchengladbach,4-2-3-1
3890519,FC Köln,4-1-2-1-2
3890519,Bayer Leverkusen,4-4-1-1
3890518,Schalke 04,3-4-3
3890518,Borussia Dortmund,3-4-3
3890517,Ingolstadt,4-3-3
3890517,Borussia Mönchengladbach,3-4-1-2
3890516,VfB Stuttgart,3-4-3
3890516,Bayern Munich,3-4-2-1
3890514,Werder Bremen,4-1-4-1
3890514,Augsburg,4-4-1-1
3890513,Wolfsburg,4-3-3
3890513,FSV Mainz 05,4-2-3-1
3890512,Eintracht Frankfurt,4-2-3-1
3890512,Hoffenheim,4-2-3-1
3890510,Borussia Mönchengladbach,3-4-1-2
3890510,Hertha Berlin,4-2-3-1
3890509,Hoffenheim,3-4-3
3890509,FC Köln,4-5-1
3890508,Ingolstadt,4-3-3
3890508,Schalke 04,4-4-2
3890507,Borussia Dortmund,4-2-3-1
3890507,Werder Bremen,3-4-2-1
3890506,Darmstadt 98,4-4-1-1
3890506,VfB Stuttgart,4-2-3-1
3890504,Hannover 96,4-1-2-1-2
3890504,Hamburger SV,4-2-3-1
3890503,FSV Mainz 05,4-2-3-1
3890503,Augsburg,4-2-3-1
3890502,Bayer Leverkusen,4-2-3-1
3890502,Wolfsburg,4-2-3-1
3890501,Augsburg,3-4-3
3890501,Borussia Dortmund,4-2-3-1
3890500,VfB Stuttgart,4-1-4-1
3890500,Bayer Leverkusen,4-4-2
3890499,Hamburger SV,4-2-3-1
3890499,Hoffenheim,4-3-3
3890498,Wolfsburg,4-1-2-1-2
3890498,Darmstadt 98,4-4-1-1
3890497,Eintracht Frankfurt,4-2-3-1
3890497,Hannover 96,4-4-2
3890496,Hertha Berlin,4-2-3-1
3890496,Ingolstadt,4-3-3
3890495,FC Köln,3-4-3
3890495,Bayern Munich,4-1-4-1
3890494,Werder Bremen,4-1-4-1
3890494,FSV Mainz 05,4-2-3-1
3890493,Schalke 04,3-4-2-1
3890493,Borussia Mönchengladbach,3-4-1-2
3890492,Bayer Leverkusen,4-2-3-1
3890492,Hamburger SV,4-2-3-1
3890491,Borussia Dortmund,4-2-3-1
3890491,FSV Mainz 05,4-2-3-1
3890490,Hannover 96,4-2-3-1
3890490,FC Köln,4-4-1-1
3890489,Bayern Munich,4-1-4-1
3890489,Werder Bremen,3-4-3
3890488,Borussia Mönchengladbach,3-4-3
3890488,Eintracht Frankfurt,4-3-3
3890487,Darmstadt 98,4-4-1-1
3890487,Augsburg,4-2-3-1
3890486,Hoffenheim,4-3-3
3890486,Wolfsburg,4-3-3
3890485,Ingolstadt,4-3-3
3890485,VfB Stuttgart,4-1-4-1
3890484,Hertha Berlin,4-2-3-1
3890484,Schalke 04,4-2-3-1
3890483,Hamburger SV,4-2-3-1
3890483,Hertha Berlin,4-4-1-1
3890482,FSV Mainz 05,4-2-3-1
3890482,Darmstadt 98,4-4-1-1
3890481,Borussia Dortmund,3-4-3
3890481,Bayern Munich,4-2-3-1
3890480,FC Köln,4-2-3-1
3890480,Schalke 04,4-2-3-1
3890479,Eintracht Frankfurt,4-1-2-1-2
3890479,Ingolstadt,4-3-3
3890478,Werder Bremen,4-2-3-1
3890478,Hannover 96,4-2-3-1
3890477,Augsburg,4-4-1-1
3890477,Bayer Leverkusen,4-4-2
3890476,VfB Stuttgart,4-1-4-1
3890476,Hoffenheim,3-5-2
3890475,Wolfsburg,4-3-3
3890475,Borussia Mönchengladbach,3-4-3
3890474,Bayern Munich,4-1-4-1
3890474,FSV Mainz 05,3-4-2-1
3890473,Schalke 04,4-2-3-1
3890473,Hamburger SV,4-2-3-1
3890472,Bayer Leverkusen,4-2-3-1
3890472,Werder Bremen,4-1-4-1
3890471,Borussia Mönchengladbach,3-4-1-2
3890471,VfB Stuttgart,4-1-4-1
3890470,Hertha Berlin,4-4-2
3890470,Eintracht Frankfurt,4-2-3-1
3890469,Hoffenheim,4-3-3
3890469,Augsburg,4-2-3-1
3890468,Darmstadt 98,4-4-1-1
3890468,Borussia Dortmund,4-1-2-1-2
3890467,Ingolstadt,4-3-3
3890467,FC Köln,4-2-3-1
3890466,Hannover 96,4-4-2
3890466,Wolfsburg,4-1-2-1-2
3890465,Eintracht Frankfurt,4-1-2-1-2
3890465,Schalke 04,4-2-3-1
3890464,Borussia Dortmund,4-2-3-1
3890464,Hoffenheim,3-4-1-2
3890463,FSV Mainz 05,4-4-1-1
3890463,Bayer Leverkusen,4-2-3-1
3890462,Augsburg,4-2-3-1
3890462,Borussia Mönchengladbach,4-4-2
3890461,Hamburger SV,4-2-3-1
3890461,Ingolstadt,4-3-3
3890460,VfB Stuttgart,4-1-4-1
3890460,Hannover 96,4-4-2
3890459,Werder Bremen,4-1-2-1-2
3890459,Darmstadt 98,4-2-3-1
3890458,Wolfsburg,4-2-3-1
3890458,Bayern Munich,4-1-4-1
3890457,FC Köln,3-4-2-1
3890457,Hertha Berlin,4-4-2
3890456,Bayer Leverkusen,4-4-2
3890456,Borussia Dortmund,4-3-3
3890455,Schalke 04,4-2-3-1
3890455,VfB Stuttgart,4-1-4-1
3890454,Hannover 96,4-1-4-1
3890454,Augsburg,4-2-3-1
3890453,Bayern Munich,4-1-4-1
3890453,Darmstadt 98,4-4-1-1
3890452,Hoffenheim,4-3-3
3890452,FSV Mainz 05,4-4-2
3890451,Hertha Berlin,4-4-2
3890451,Wolfsburg,4-4-2
3890450,Borussia Mönchengladbach,4-4-2
3890450,FC Köln,4-2-3-1
3890449,Ingolstadt,4-3-3
3890449,Werder Bremen,4-2-3-1
3890448,Eintracht Frankfurt,4-2-3-1
3890448,Hamburger SV,4-2-3-1
3890447,Hamburger SV,4-2-3-1
3890447,Borussia Mönchengladbach,4-4-2
3890446,Augsburg,4-2-3-1
3890446,Bayern Munich,4-1-4-1
3890445,Wolfsburg,4-2-3-1
3890445,Ingolstadt,4-3-3
3890444,Darmstadt 98,4-4-1-1
3890444,Bayer Leverkusen,4-4-2
3890443,Werder Bremen,4-1-4-1
3890443,Hoffenheim,3-4-1-2
3890442,Borussia Dortmund,4-3-3
3890442,Hannover 96,4-1-4-1
3890441,VfB Stuttgart,4-1-4-1
3890441,Hertha Berlin,4-4-1-1
3890440,FC Köln,3-4-2-1
3890440,Eintracht Frankfurt,4-1-4-1
3890439,FSV Mainz 05,4-2-3-1
3890439,Schalke 04,4-2-3-1
3890438,Hamburger SV,4-2-3-1
3890438,FC Köln,3-4-3
3890437,Hoffenheim,4-2-3-1
3890437,Darmstadt 98,4-4-1-1
3890436,Ingolstadt,4-3-3
3890436,Augsburg,4-2-3-1
3890435,Hertha Berlin,4-4-1-1
3890435,Borussia Dortmund,4-3-3
3890434,Hannover 96,4-1-2-1-2
3890434,FSV Mainz 05,4-2-3-1
3890433,Eintracht Frankfurt,4-2-3-1
3890433,VfB Stuttgart,4-1-4-1
3890432,Schalke 04,4-2-3-1
3890432,Wolfsburg,4-1-4-1
3890431,Bayer Leverkusen,4-4-2
3890431,Bayern Munich,4-2-3-1
3890430,Borussia Mönchengladbach,4-4-2
3890430,Werder Bremen,4-4-2
3890429,Wolfsburg,4-4-2
3890429,FC Köln,4-2-3-1
3890428,Bayern Munich,4-1-4-1
3890428,Hoffenheim,4-2-3-1
3890427,Bayer Leverkusen,4-4-2
3890427,Hannover 96,4-1-2-1-2
3890426,Augsburg,4-2-3-1
3890426,Eintracht Frankfurt,4-2-3-1
3890425,Werder Bremen,4-4-2
3890425,Hertha Berlin,4-2-3-1
3890424,Darmstadt 98,4-4-1-1
3890424,Schalke 04,4-2-3-1
3890423,VfB Stuttgart,4-1-4-1
3890423,Hamburger SV,4-2-3-1
3890422,Borussia Dortmund,4-2-3-1
3890422,Ingolstadt,4-3-3
3890421,FSV Mainz 05,4-4-2
3890421,Borussia Mönchengladbach,4-1-4-1
3890420,Eintracht Frankfurt,4-4-2
3890420,Wolfsburg,4-4-2
3890419,Schalke 04,4-2-3-1
3890419,Werder Bremen,4-4-2
3890418,Hannover 96,4-1-2-1-2
3890418,Darmstadt 98,4-2-3-1
3890417,Borussia Mönchengladbach,4-4-2
3890417,Borussia Dortmund,4-3-3
3890416,Ingolstadt,4-3-3
3890416,FSV Mainz 05,4-2-3-1
3890415,Hoffenheim,4-2-3-1
3890415,Bayer Leverkusen,4-4-2
3890414,Hertha Berlin,4-2-3-1
3890414,Augsburg,4-2-3-1
3890413,FC Köln,4-4-2
3890413,VfB Stuttgart,4-1-2-1-2
3890412,Hamburger SV,4-2-3-1
3890412,Bayern Munich,4-3-3
3890410,Borussia Mönchengladbach,4-4-2
3890410,Darmstadt 98,4-2-3-1
3890409,Ingolstadt,4-3-3
3890409,Bayer Leverkusen,4-4-2
3890408,VfB Stuttgart,4-2-3-1
3890408,Wolfsburg,4-2-3-1
3890407,Hannover 96,4-2-3-1
3890407,Bayern Munich,3-5-2
3890406,FC Köln,3-5-2
3890406,Borussia Dortmund,4-2-3-1
3890405,Eintracht Frankfurt,4-4-2
3890405,Werder Bremen,4-4-2
3890404,Hamburger SV,4-2-3-1
3890404,Augsburg,4-2-3-1
3890403,Schalke 04,4-4-2
3890403,Hoffenheim,4-4-1-1
3890400,Werder Bremen,4-1-4-1
3890400,FC Köln,4-2-3-1
3890399,Bayern Munich,4-1-4-1
3890399,Ingolstadt,4-1-4-1
3890398,Darmstadt 98,4-4-1-1
3890398,Hertha Berlin,4-2-3-1
3890395,Bayer Leverkusen,4-4-2
3890395,Borussia Mönchengladbach,3-5-2
3890394,FSV Mainz 05,4-2-3-1
3890394,VfB Stuttgart,4-2-3-1
3890393,Eintracht Frankfurt,4-3-3
3890393,Darmstadt 98,4-4-2
3890392,VfB Stuttgart,4-1-4-1
3890392,Werder Bremen,4-1-4-1
3890391,FC Köln,4-4-2
3890391,Augsburg,4-2-3-1
3890390,Hertha Berlin,4-4-2
3890390,Bayer Leverkusen,4-2-3-1
3890389,Ingolstadt,4-3-3
3890389,Hoffenheim,4-4-1-1
3890388,Wolfsburg,4-4-2
3890388,Borussia Dortmund,4-3-3
3890387,Borussia Mönchengladbach,3-5-2
3890387,Bayern Munich,4-3-3
3890386,Hamburger SV,4-2-3-1
3890386,FSV Mainz 05,4-2-3-1
3890383,Augsburg,4-2-3-1
3890383,Wolfsburg,4-4-2
3890382,Bayer Leverkusen,4-2-3-1
3890382,Schalke 04,4-2-3-1
3890381,FSV Mainz 05,4-2-3-1
3890381,Eintracht Frankfurt,4-4-1-1
3890380,Hannover 96,4-2-3-1
3890380,Ingolstadt,4-3-3
3890379,Werder Bremen,4-4-2
3890379,Hamburger SV,4-2-3-1
3890378,Bayern Munich,4-3-3
3890378,Hertha Berlin,3-4-3
3890377,Hoffenheim,4-4-2
3890377,Borussia Mönchengladbach,4-1-2-1-2
3890376,Darmstadt 98,4-2-3-1
3890376,FC Köln,4-2-3-1
3890375,Hertha Berlin,4-2-3-1
3890375,Hoffenheim,4-2-3-1
3890374,Ingolstadt,4-4-2
3890374,Darmstadt 98,4-2-3-1
3890373,Borussia Mönchengladbach,4-4-2
3890373,Hannover 96,4-2-3-1
3890372,VfB Stuttgart,4-4-1-1
3890372,Augsburg,4-2-3-1
3890371,FC Köln,4-4-2
3890371,FSV Mainz 05,4-2-3-1
3890370,Eintracht Frankfurt,4-4-2
3890370,Bayer Leverkusen,4-2-3-1
3890369,Schalke 04,3-4-3
3890369,Bayern Munich,4-1-4-1
3890368,Wolfsburg,4-2-3-1
3890368,Werder Bremen,4-5-1
3890367,Hamburger SV,4-2-3-1
3890367,Borussia Dortmund,4-3-3
3890366,Augsburg,4-2-3-1
3890366,Werder Bremen,4-1-4-1
3890365,Borussia Dortmund,4-3-3
3890365,Schalke 04,4-4-2
3890364,Bayern Munich,3-4-2-1
3890364,VfB Stuttgart,4-1-2-1-2
3890363,Borussia Mönchengladbach,4-4-2
3890363,Ingolstadt,4-3-3
3890362,Hoffenheim,4-4-2
3890362,Eintracht Frankfurt,4-4-1-1
3890361,FSV Mainz 05,4-4-2
3890361,Wolfsburg,4-2-3-1
3890360,Darmstadt 98,4-4-1-1
3890360,Hamburger SV,4-4-2
3890359,Bayer Leverkusen,4-2-3-1
3890359,FC Köln,4-4-2
3890358,Hannover 96,4-2-3-1
3890358,Hertha Berlin,4-2-3-1
3890357,VfB Stuttgart,4-1-2-1-2
3890357,Darmstadt 98,4-4-2
3890356,Hamburger SV,4-4-2
3890356,Hannover 96,4-2-3-1
3890355,Schalke 04,4-4-2
3890355,Ingolstadt,4-3-3
3890354,Augsburg,4-2-3-1
3890354,FSV Mainz 05,4-4-2
3890353,Werder Bremen,3-5-1-1
3890353,Borussia Dortmund,4-2-3-1
3890352,FC Köln,4-4-2
3890352,Hoffenheim,4-4-2
3890351,Hertha Berlin,4-2-3-1
3890351,Borussia Mönchengladbach,4-1-2-1-2
3890350,Wolfsburg,4-2-3-1
3890350,Bayer Leverkusen,4-2-3-1
3890349,Eintracht Frankfurt,4-1-4-1
3890349,Bayern Munich,4-1-4-1
3890348,Borussia Mönchengladbach,4-4-2
3890348,Schalke 04,4-2-3-1
3890347,Borussia Dortmund,4-3-3
3890347,Augsburg,4-2-3-1
3890346,Bayer Leverkusen,4-4-2
3890346,VfB Stuttgart,4-1-2-1-2
3890345,Hannover 96,4-4-2
3890345,Eintracht Frankfurt,4-4-1-1
3890344,FSV Mainz 05,4-2-3-1
3890344,Werder Bremen,4-1-4-1
3890343,Ingolstadt,4-1-2-1-2
3890343,Hertha Berlin,4-2-3-1
3890342,Darmstadt 98,4-4-1-1
3890342,Wolfsburg,4-4-2
3890341,Bayern Munich,4-1-4-1
3890341,FC Köln,3-4-3
3890340,Hoffenheim,4-4-2
3890340,Hamburger SV,4-2-3-1
3890339,FC Köln,4-4-2
3890339,Hannover 96,4-2-3-1
3890338,VfB Stuttgart,4-2-3-1
3890338,Ingolstadt,4-2-3-1
3890337,Hamburger SV,4-2-3-1
3890337,Bayer Leverkusen,4-4-2
3890336,Schalke 04,4-4-2
3890336,Hertha Berlin,4-4-2
3890335,Wolfsburg,4-2-3-1
3890335,Hoffenheim,4-4-2
3890334,Eintracht Frankfurt,4-1-2-1-2
3890334,Borussia Mönchengladbach,4-4-2
3890333,Augsburg,4-2-3-1
3890333,Darmstadt 98,4-4-2
3890332,Werder Bremen,4-1-4-1
3890332,Bayern Munich,4-1-4-1
3890331,FSV Mainz 05,4-2-3-1
3890331,Borussia Dortmund,4-2-3-1
3890330,Bayer Leverkusen,4-4-2
3890330,Augsburg,4-2-3-1
3890329,Bayern Munich,3-5-1-1
3890329,Borussia Dortmund,4-1-2-1-2
3890328,Schalke 04,4-4-2
3890328,FC Köln,4-4-1-1
3890327,Hoffenheim,4-4-2
3890327,VfB Stuttgart,4-2-3-1
3890326,Ingolstadt,4-3-3
3890326,Eintracht Frankfurt,4-1-2-1-2
3890325,Hannover 96,4-2-3-1
3890325,Werder Bremen,4-1-2-1-2
3890324,Hertha Berlin,4-4-2
3890324,Hamburger SV,4-4-1-1
3890323,Borussia Mönchengladbach,4-4-2
3890323,Wolfsburg,4-1-4-1
3890322,Darmstadt 98,4-4-1-1
3890322,FSV Mainz 05,4-2-3-1
3890321,Borussia Dortmund,4-3-3
3890321,Darmstadt 98,4-4-1-1
3890320,Eintracht Frankfurt,4-1-2-1-2
3890320,Hertha Berlin,4-2-3-1
3890319,Wolfsburg,4-1-4-1
3890319,Hannover 96,4-4-1-1
3890318,VfB Stuttgart,4-4-2
3890318,Borussia Mönchengladbach,4-4-2
3890317,Hamburger SV,4-2-3-1
3890317,Schalke 04,4-2-3-1
3890316,FSV Mainz 05,4-4-2
3890316,Bayern Munich,4-2-3-1
3890315,Werder Bremen,4-1-2-1-2
3890315,Bayer Leverkusen,4-4-2
3890314,Augsburg,4-2-3-1
3890314,Hoffenheim,4-4-2
3890313,FC Köln,4-4-1-1
3890313,Ingolstadt,4-3-3
3890312,Bayer Leverkusen,4-4-2
3890312,FSV Mainz 05,4-4-1-1
3890311,Schalke 04,4-1-2-1-2
3890311,Eintracht Frankfurt,4-1-2-1-2
3890310,Hoffenheim,4-4-2
3890310,Borussia Dortmund,4-2-3-1
3890309,Hannover 96,4-3-2-1
3890309,VfB Stuttgart,4-4-2
3890308,Borussia Mönchengladbach,4-4-2
3890308,Augsburg,4-2-3-1
3890307,Darmstadt 98,4-4-1-1
3890307,Werder Bremen,4-4-2
3890306,Hertha Berlin,4-4-2
3890306,FC Köln,4-4-2
3890305,Bayern Munich,4-3-3
3890305,Wolfsburg,4-4-2
3890304,Ingolstadt,4-3-3
3890304,Hamburger SV,4-2-3-1
3890303,VfB Stuttgart,4-4-2
3890303,Schalke 04,4-4-2
3890302,Augsburg,4-2-3-1
3890302,Hannover 96,4-2-3-1
3890301,Borussia Dortmund,4-2-3-1
3890301,Bayer Leverkusen,4-4-2
3890300,Werder Bremen,4-1-2-1-2
3890300,Ingolstadt,4-3-3
3890299,FC Köln,4-2-3-1
3890299,Borussia Mönchengladbach,4-4-2
3890298,Wolfsburg,4-1-4-1
3890298,Hertha Berlin,4-2-3-1
3890297,Hamburger SV,4-2-3-1
3890297,Eintracht Frankfurt,4-1-2-1-2
3890296,Darmstadt 98,4-4-1-1
3890296,Bayern Munich,4-3-3
3890295,FSV Mainz 05,4-2-3-1
3890295,Hoffenheim,4-3-3
3890294,Hoffenheim,4-1-2-1-2
3890294,Werder Bremen,4-1-2-1-2
3890293,Schalke 04,4-4-2
3890293,FSV Mainz 05,4-2-3-1
3890292,Hannover 96,4-3-2-1
3890292,Borussia Dortmund,4-2-3-1
3890291,Ingolstadt,4-3-3
3890291,Wolfsburg,4-2-3-1
3890290,Hertha Berlin,4-4-2
3890290,VfB Stuttgart,4-1-4-1
3890289,Eintracht Frankfurt,4-1-2-1-2
3890289,FC Köln,4-4-2
3890288,Bayer Leverkusen,4-4-1-1
3890288,Darmstadt 98,4-4-1-1
3890286,Borussia Mönchengladbach,4-4-2
3890286,Hamburger SV,4-2-3-1
3890285,Werder Bremen,4-1-2-1-2
3890285,Borussia Mönchengladbach,4-4-2
3890284,Borussia Dortmund,4-3-3
3890284,Hertha Berlin,3-4-3
3890283,Darmstadt 98,4-4-1-1
3890283,Hoffenheim,4-4-1-1
3890281,Augsburg,4-2-3-1
3890281,Ingolstadt,4-3-3
3890280,FC Köln,4-4-2
3890280,Hamburger SV,4-4-1-1
3890279,VfB Stuttgart,4-4-2
3890279,Eintracht Frankfurt,4-4-2
3890278,Bayern Munich,3-5-1-1
3890278,Bayer Leverkusen,4-4-2
3890277,Wolfsburg,4-2-3-1
3890277,Schalke 04,4-2-3-1
3890276,Borussia Mönchengladbach,4-4-2
3890276,FSV Mainz 05,4-2-3-1
3890275,Ingolstadt,4-1-4-1
3890275,Borussia Dortmund,4-3-3
3890274,FC Köln,4-4-2
3890274,Wolfsburg,4-2-3-1
3890273,Hannover 96,4-2-3-1
3890273,Bayer Leverkusen,4-2-3-1
3890272,Eintracht Frankfurt,4-4-2
3890272,Augsburg,4-2-3-1
3890271,Schalke 04,4-4-2
3890271,Darmstadt 98,4-4-1-1
3890270,Hoffenheim,4-1-2-1-2
3890270,Bayern Munich,3-5-1-1
3890267,Wolfsburg,4-2-3-1
3890267,Eintracht Frankfurt,4-4-2
3890266,VfB Stuttgart,4-4-2
3890266,FC Köln,4-1-4-1
3890265,Augsburg,4-2-3-1
3890265,Hertha Berlin,4-1-4-1
3890264,Werder Bremen,4-4-2
3890264,Schalke 04,4-4-2
3890263,FSV Mainz 05,4-2-3-1
3890263,Ingolstadt,4-3-3
3890262,Darmstadt 98,4-4-1-1
3890262,Hannover 96,4-2-3-1
3890261,Borussia Dortmund,4-2-3-1
3890261,Borussia Mönchengladbach,4-4-2
3890260,Bayer Leverkusen,4-2-3-1
3890260,Hoffenheim,4-1-2-1-2
3890259,Bayern Munich,4-1-4-1
3890259,Hamburger SV,4-1-4-1
